name,id,waterbody,month,year,Lat,Long,type,turbidity,SAL,WT
DB2 Sundische Wiese,103050208,Grabow,10,2014,54.39167,12.838331,Coast,0.65,8.5,14.7
DB6 Barth oe.,103050603,Barther Bodden,10,2014,54.395001,12.750001,Coast,0.55,7.9,14.6
DB10 Bodstedt n.,103051008,Bodstedter Bodden,10,2014,54.395001,12.623331,Coast,0.4,7,12.95
DB16 Saal nw.,103051606,Saaler Bodden,10,2014,54.335001,12.448331,Coast,0.3,5,13.4
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,10,2014,54.40167,13.105001,Coast,1.1,7.52142857142857,10.9560714285714
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,10,2014,54.51167,13.050002,Coast,3.375,9.00714285714286,12.5495
GB2 I.Vilm s.,105010285,Greifswalder Bodden,10,2014,54.26667,13.516671,Coast,1.58333333333333,7,15.125
GB3 Daenische Wiek n.,105010306,Daenische Wiek,10,2014,54.15,13.483331,Coast,1.3,6.8,14.91
GB7 Struck,105010701,Greifswalder Bodden,10,2014,54.20667,13.653331,Coast,1.46666666666667,6.9,15.095
GB19 Zentralbereich,105011907,Greifswalder Bodden,10,2014,54.20667,13.566671,Coast,1.43333333333333,7,15.21
S66 Stralsund,109016609,Andershofer Bucht,10,2014,54.28667,13.131671,Coast,1.16,7,14.79
GB10 Ruden s.,111021001,Greifswalder Bodden,10,2014,54.18833,13.775001,Coast,1.24,7.1,14.775
AW1 Trockenort,111030108,Achterwasser,10,2014,54.01667,13.958331,Coast,1.0125,1.6,13.7
P20 Peenemuende s.,111032085,Peenestrom,10,2014,54.121,13.773,Coast,1.1625,5.3,13.85
P42 Wolgast s.,111034208,Peenestrom,10,2014,54.023358,13.760763,Coast,0.916666666666667,2.15,13.65
P48 Lassan,111034806,Peenestrom,10,2014,53.96667,13.891671,Coast,0.94,1.4,13.6
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,10,2014,54.20333,13.905002,Coast,2.76666666666667,7.15833333333333,12.3478571428571
RB2 Vitte oe.,112190202,Vitter Bodden,10,2014,54.57,13.131672,Coast,2.26666666666667,8.4,13.6
RB3 Bugspitze s.,112190309,Rassower Strom,10,2014,54.55333,13.178332,Coast,1.7,8.35833333333333,12.0142307692308
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,10,2014,54.56333,13.293332,Coast,1.05,8.13333333333333,11.6708333333333
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,10,2014,54.54333,13.426672,Coast,0.95,7.55,11.9995833333333
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,10,2014,54.50667,13.490002,Coast,0.9,7.47,11.8833333333333
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,10,2014,54.43167,13.491672,Coast,0.4,5.3,11.2
RB1 Schaprode w.,112400185,Schaproder Bodden,10,2014,54.515,13.125002,Coast,2.11,8.3,13.4
DB1 Pramort,103050101,Barther Fahrwasser,11,2014,54.42,12.926671,Coast,1.18,8.2,11.3
DB2 Sundische Wiese,103050208,Grabow,11,2014,54.39167,12.838331,Coast,0.65,7.9,10.9
DB6 Barth oe.,103050603,Barther Bodden,11,2014,54.395001,12.750001,Coast,0.55,6.8,11.1
DB10 Bodstedt n.,103051008,Bodstedter Bodden,11,2014,54.395001,12.623331,Coast,0.4,6.2,10.7
DB16 Saal nw.,103051606,Saaler Bodden,11,2014,54.335001,12.448331,Coast,0.3,4.9,10.8
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,11,2014,54.40167,13.105001,Coast,1.1,6.9,9.665
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,11,2014,54.51167,13.050002,Coast,3.375,10.4,12.37
GB2 I.Vilm s.,105010285,Greifswalder Bodden,11,2014,54.26667,13.516671,Coast,1.58333333333333,6.95,9.68
GB3 Daenische Wiek n.,105010306,Daenische Wiek,11,2014,54.15,13.483331,Coast,1.3,6.75,9.485
GB7 Struck,105010701,Greifswalder Bodden,11,2014,54.20667,13.653331,Coast,1.46666666666667,6.8,9.645
GB19 Zentralbereich,105011907,Greifswalder Bodden,11,2014,54.20667,13.566671,Coast,1.43333333333333,6.9,9.635
S66 Stralsund,109016609,Andershofer Bucht,11,2014,54.28667,13.131671,Coast,1.16,6.7,9.24
GB10 Ruden s.,111021001,Greifswalder Bodden,11,2014,54.18833,13.775001,Coast,1.24,7.1,9.365
AW1 Trockenort,111030108,Achterwasser,11,2014,54.01667,13.958331,Coast,1.0125,1.4,5.4
P20 Peenemuende s.,111032085,Peenestrom,11,2014,54.121,13.773,Coast,1.1625,3.7,6.65
P42 Wolgast s.,111034208,Peenestrom,11,2014,54.023358,13.760763,Coast,0.916666666666667,1.4,5.8
P48 Lassan,111034806,Peenestrom,11,2014,53.96667,13.891671,Coast,0.94,1.5,5.4
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,11,2014,54.20333,13.905002,Coast,2.76666666666667,7.6,10.055
RB2 Vitte oe.,112190202,Vitter Bodden,11,2014,54.57,13.131672,Coast,2.26666666666667,8.2,7
RB3 Bugspitze s.,112190309,Rassower Strom,11,2014,54.55333,13.178332,Coast,1.7,8.35833333333333,7.50704545454545
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,11,2014,54.56333,13.293332,Coast,1.05,8.13333333333333,7.06181818181818
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,11,2014,54.54333,13.426672,Coast,0.95,7.55,7.44727272727273
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,11,2014,54.50667,13.490002,Coast,0.9,7.47,7.56636363636364
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,11,2014,54.43167,13.491672,Coast,0.4,5.3,5.7
RB1 Schaprode w.,112400185,Schaproder Bodden,11,2014,54.515,13.125002,Coast,2.11,7.6,6.5
DB1 Pramort,103050101,Barther Fahrwasser,12,2014,54.42,12.926671,Coast,1.18,8.23636363636364,3.76666666666667
DB2 Sundische Wiese,103050208,Grabow,12,2014,54.39167,12.838331,Coast,0.65,7.86363636363636,3.54166666666667
DB6 Barth oe.,103050603,Barther Bodden,12,2014,54.395001,12.750001,Coast,0.55,6.1,1.1
DB10 Bodstedt n.,103051008,Bodstedter Bodden,12,2014,54.395001,12.623331,Coast,0.4,5.78636363636364,3.31071428571429
DB16 Saal nw.,103051606,Saaler Bodden,12,2014,54.335001,12.448331,Coast,0.3,3.99090909090909,3.35714285714286
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,12,2014,54.40167,13.105001,Coast,1.1,6.7,1.6
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,12,2014,54.51167,13.050002,Coast,3.375,8.8,7.53
GB2 I.Vilm s.,105010285,Greifswalder Bodden,12,2014,54.26667,13.516671,Coast,1.58333333333333,6.65,3.32
GB3 Daenische Wiek n.,105010306,Daenische Wiek,12,2014,54.15,13.483331,Coast,1.3,6.7,2.965
GB7 Struck,105010701,Greifswalder Bodden,12,2014,54.20667,13.653331,Coast,1.46666666666667,6.7,3.3
GB19 Zentralbereich,105011907,Greifswalder Bodden,12,2014,54.20667,13.566671,Coast,1.43333333333333,6.65,3.305
S66 Stralsund,109016609,Andershofer Bucht,12,2014,54.28667,13.131671,Coast,1.16,6.8,1.89
GB10 Ruden s.,111021001,Greifswalder Bodden,12,2014,54.18833,13.775001,Coast,1.24,6.51428571428571,3.9705
AW1 Trockenort,111030108,Achterwasser,12,2014,54.01667,13.958331,Coast,1.0125,1.5,1.6
P20 Peenemuende s.,111032085,Peenestrom,12,2014,54.121,13.773,Coast,1.1625,5.2,2.5
P42 Wolgast s.,111034208,Peenestrom,12,2014,54.023358,13.760763,Coast,0.916666666666667,2,1.8
P48 Lassan,111034806,Peenestrom,12,2014,53.96667,13.891671,Coast,0.94,1.5,1.6
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,12,2014,54.20333,13.905002,Coast,2.76666666666667,7.15833333333333,4.59722222222222
RB2 Vitte oe.,112190202,Vitter Bodden,12,2014,54.57,13.131672,Coast,2.26666666666667,7.5,2.2
RB3 Bugspitze s.,112190309,Rassower Strom,12,2014,54.55333,13.178332,Coast,1.7,7.8,1.52
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,12,2014,54.56333,13.293332,Coast,1.05,8,1.42
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,12,2014,54.54333,13.426672,Coast,0.95,7.8,2.63
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,12,2014,54.50667,13.490002,Coast,0.9,7.85,4.18
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,12,2014,54.43167,13.491672,Coast,0.4,5.4,2
RB1 Schaprode w.,112400185,Schaproder Bodden,12,2014,54.515,13.125002,Coast,2.11,7.3,1.7
DB1 Pramort,103050101,Barther Fahrwasser,1,2015,54.42,12.926671,Coast,1.39090909090909,10.7,2.3
DB2 Sundische Wiese,103050208,Grabow,1,2015,54.39167,12.838331,Coast,0.55,9.5,2.2
DB6 Barth oe.,103050603,Barther Bodden,1,2015,54.395001,12.750001,Coast,0.45,8.2,2.1
DB10 Bodstedt n.,103051008,Bodstedter Bodden,1,2015,54.395001,12.623331,Coast,0.35,6,2.75
DB16 Saal nw.,103051606,Saaler Bodden,1,2015,54.335001,12.448331,Coast,0.25,4.1,2.8
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,1,2015,54.40167,13.105001,Coast,1.675,9.455,2.56989583333333
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,1,2015,54.51167,13.050002,Coast,3.27777777777778,10.52,3.601
GB2 I.Vilm s.,105010285,Greifswalder Bodden,1,2015,54.26667,13.516671,Coast,1.53333333333333,7.8,3
GB3 Daenische Wiek n.,105010306,Daenische Wiek,1,2015,54.15,13.483331,Coast,1.37142857142857,7.9,3
GB7 Struck,105010701,Greifswalder Bodden,1,2015,54.20667,13.653331,Coast,1.72,8.05,3.15
GB19 Zentralbereich,105011907,Greifswalder Bodden,1,2015,54.20667,13.566671,Coast,1.77142857142857,7.9,3.1
S66 Stralsund,109016609,Andershofer Bucht,1,2015,54.28667,13.131671,Coast,1.18571428571429,7.7,2.3
GB10 Ruden s.,111021001,Greifswalder Bodden,1,2015,54.18833,13.775001,Coast,2.025,7.7,3.15
AW1 Trockenort,111030108,Achterwasser,1,2015,54.01667,13.958331,Coast,0.8,2.4,3.5
P20 Peenemuende s.,111032085,Peenestrom,1,2015,54.121,13.773,Coast,1.25,4.45,4.15
P42 Wolgast s.,111034208,Peenestrom,1,2015,54.023358,13.760763,Coast,0.977777777777778,3.4,4.05
P48 Lassan,111034806,Peenestrom,1,2015,53.96667,13.891671,Coast,0.78,1.7,3.2
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,1,2015,54.20333,13.905002,Coast,3.03,8.35,3.3
RB2 Vitte oe.,112190202,Vitter Bodden,1,2015,54.57,13.131672,Coast,2.3125,12.7,4.2
RB3 Bugspitze s.,112190309,Rassower Strom,1,2015,54.55333,13.178332,Coast,2.18888888888889,9.61,3.78857142857143
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,1,2015,54.56333,13.293332,Coast,1.76,9.05,3.42428571428571
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,1,2015,54.54333,13.426672,Coast,1.11428571428571,7.64444444444444,3.08428571428571
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,1,2015,54.50667,13.490002,Coast,1,7.80555555555556,3.08571428571429
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,1,2015,54.43167,13.491672,Coast,0.375,5,1.8
RB1 Schaprode w.,112400185,Schaproder Bodden,1,2015,54.515,13.125002,Coast,2.1,11.4,4.1
DB1 Pramort,103050101,Barther Fahrwasser,2,2015,54.42,12.926671,Coast,1.39090909090909,7.7,1.2
DB2 Sundische Wiese,103050208,Grabow,2,2015,54.39167,12.838331,Coast,0.55,7.2,1.2
DB6 Barth oe.,103050603,Barther Bodden,2,2015,54.395001,12.750001,Coast,0.45,5.7,1.3
DB10 Bodstedt n.,103051008,Bodstedter Bodden,2,2015,54.395001,12.623331,Coast,0.35,4.35,2.1
DB16 Saal nw.,103051606,Saaler Bodden,2,2015,54.335001,12.448331,Coast,0.25,3.2,1.8
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,2,2015,54.40167,13.105001,Coast,1.675,9.4,3.35
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,2,2015,54.51167,13.050002,Coast,3.27777777777778,10.7,3.35
GB2 I.Vilm s.,105010285,Greifswalder Bodden,2,2015,54.26667,13.516671,Coast,1.53333333333333,7.8,1.98
GB3 Daenische Wiek n.,105010306,Daenische Wiek,2,2015,54.15,13.483331,Coast,1.37142857142857,7.8,1.995
GB7 Struck,105010701,Greifswalder Bodden,2,2015,54.20667,13.653331,Coast,1.72,7.9,1.91
GB19 Zentralbereich,105011907,Greifswalder Bodden,2,2015,54.20667,13.566671,Coast,1.77142857142857,7.8,2.035
S66 Stralsund,109016609,Andershofer Bucht,2,2015,54.28667,13.131671,Coast,1.18571428571429,7.8,2.29
GB10 Ruden s.,111021001,Greifswalder Bodden,2,2015,54.18833,13.775001,Coast,2.025,7.55,2.22
AW1 Trockenort,111030108,Achterwasser,2,2015,54.01667,13.958331,Coast,0.8,1.5,2.1
P20 Peenemuende s.,111032085,Peenestrom,2,2015,54.121,13.773,Coast,1.25,4.9,2.25
P42 Wolgast s.,111034208,Peenestrom,2,2015,54.023358,13.760763,Coast,0.977777777777778,1.8,1.9
P48 Lassan,111034806,Peenestrom,2,2015,53.96667,13.891671,Coast,0.78,1.6,2
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,2,2015,54.20333,13.905002,Coast,3.03,7.8,2.16
RB2 Vitte oe.,112190202,Vitter Bodden,2,2015,54.57,13.131672,Coast,2.3125,8.6,2.8
RB3 Bugspitze s.,112190309,Rassower Strom,2,2015,54.55333,13.178332,Coast,2.18888888888889,9.35,2
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,2,2015,54.56333,13.293332,Coast,1.76,8.7,2.1
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,2,2015,54.54333,13.426672,Coast,1.11428571428571,7.75,1.6
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,2,2015,54.50667,13.490002,Coast,1,7.75,1.75
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,2,2015,54.43167,13.491672,Coast,0.375,5.6,3.775
RB1 Schaprode w.,112400185,Schaproder Bodden,2,2015,54.515,13.125002,Coast,2.1,8.6,2.6
DB1 Pramort,103050101,Barther Fahrwasser,3,2015,54.42,12.926671,Coast,1.39090909090909,7.2,5.2
DB2 Sundische Wiese,103050208,Grabow,3,2015,54.39167,12.838331,Coast,0.55,6.5,5.4
DB6 Barth oe.,103050603,Barther Bodden,3,2015,54.395001,12.750001,Coast,0.45,5.6,5.4
DB10 Bodstedt n.,103051008,Bodstedter Bodden,3,2015,54.395001,12.623331,Coast,0.35,4.55,5.95
DB16 Saal nw.,103051606,Saaler Bodden,3,2015,54.335001,12.448331,Coast,0.25,3.2,5.8
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,3,2015,54.40167,13.105001,Coast,1.675,7.7,5.4
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,3,2015,54.51167,13.050002,Coast,3.27777777777778,8.8,4.765
GB2 I.Vilm s.,105010285,Greifswalder Bodden,3,2015,54.26667,13.516671,Coast,1.53333333333333,7.7,3.98
GB3 Daenische Wiek n.,105010306,Daenische Wiek,3,2015,54.15,13.483331,Coast,1.37142857142857,7.7,4.54
GB7 Struck,105010701,Greifswalder Bodden,3,2015,54.20667,13.653331,Coast,1.72,7.85,4.39
GB19 Zentralbereich,105011907,Greifswalder Bodden,3,2015,54.20667,13.566671,Coast,1.77142857142857,7.7,4.135
S66 Stralsund,109016609,Andershofer Bucht,3,2015,54.28667,13.131671,Coast,1.18571428571429,7.7,4.33
GB10 Ruden s.,111021001,Greifswalder Bodden,3,2015,54.18833,13.775001,Coast,2.025,7.8,4.37
AW1 Trockenort,111030108,Achterwasser,3,2015,54.01667,13.958331,Coast,0.8,1.7,5.5
P20 Peenemuende s.,111032085,Peenestrom,3,2015,54.121,13.773,Coast,1.25,2.1,5.45
P42 Wolgast s.,111034208,Peenestrom,3,2015,54.023358,13.760763,Coast,0.977777777777778,1.65,6.05
P48 Lassan,111034806,Peenestrom,3,2015,53.96667,13.891671,Coast,0.78,1.8,5.7
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,3,2015,54.20333,13.905002,Coast,3.03,7.9,3.725
RB2 Vitte oe.,112190202,Vitter Bodden,3,2015,54.57,13.131672,Coast,2.3125,8.7,6.6
RB3 Bugspitze s.,112190309,Rassower Strom,3,2015,54.55333,13.178332,Coast,2.18888888888889,8.8,4.58
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,3,2015,54.56333,13.293332,Coast,1.76,8.7,4.81
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,3,2015,54.54333,13.426672,Coast,1.11428571428571,7.8,5.32
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,3,2015,54.50667,13.490002,Coast,1,7.6,5.365
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,3,2015,54.43167,13.491672,Coast,0.375,5.6,5.33846153846154
RB1 Schaprode w.,112400185,Schaproder Bodden,3,2015,54.515,13.125002,Coast,2.1,8.7,6.4
DB1 Pramort,103050101,Barther Fahrwasser,4,2015,54.42,12.926671,Coast,1.39090909090909,8,6.9
DB2 Sundische Wiese,103050208,Grabow,4,2015,54.39167,12.838331,Coast,0.55,6.8,6.9
DB6 Barth oe.,103050603,Barther Bodden,4,2015,54.395001,12.750001,Coast,0.45,5.7,7.1
DB10 Bodstedt n.,103051008,Bodstedter Bodden,4,2015,54.395001,12.623331,Coast,0.35,4.7,7.1
DB16 Saal nw.,103051606,Saaler Bodden,4,2015,54.335001,12.448331,Coast,0.25,3.2,6.9
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,4,2015,54.40167,13.105001,Coast,1.675,9.455,8.27935897435897
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,4,2015,54.51167,13.050002,Coast,3.27777777777778,10.52,5.93409090909091
GB2 I.Vilm s.,105010285,Greifswalder Bodden,4,2015,54.26667,13.516671,Coast,1.53333333333333,7.6,7.64
GB3 Daenische Wiek n.,105010306,Daenische Wiek,4,2015,54.15,13.483331,Coast,1.37142857142857,7.6,8.995
GB7 Struck,105010701,Greifswalder Bodden,4,2015,54.20667,13.653331,Coast,1.72,7.6,7.58
GB19 Zentralbereich,105011907,Greifswalder Bodden,4,2015,54.20667,13.566671,Coast,1.77142857142857,7.6,7.695
S66 Stralsund,109016609,Andershofer Bucht,4,2015,54.28667,13.131671,Coast,1.18571428571429,9,8.8
GB10 Ruden s.,111021001,Greifswalder Bodden,4,2015,54.18833,13.775001,Coast,2.025,7.75,7.335
AW1 Trockenort,111030108,Achterwasser,4,2015,54.01667,13.958331,Coast,0.8,1.8,12.5
P20 Peenemuende s.,111032085,Peenestrom,4,2015,54.121,13.773,Coast,1.25,6.35,11.7
P42 Wolgast s.,111034208,Peenestrom,4,2015,54.023358,13.760763,Coast,0.977777777777778,4.4,12.05
P48 Lassan,111034806,Peenestrom,4,2015,53.96667,13.891671,Coast,0.78,1.4,12.5
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,4,2015,54.20333,13.905002,Coast,3.03,8.2,6.335
RB2 Vitte oe.,112190202,Vitter Bodden,4,2015,54.57,13.131672,Coast,2.3125,9.8,9
RB3 Bugspitze s.,112190309,Rassower Strom,4,2015,54.55333,13.178332,Coast,2.18888888888889,9.61,8.1615
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,4,2015,54.56333,13.293332,Coast,1.76,9.05,8.612
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,4,2015,54.54333,13.426672,Coast,1.11428571428571,7.64444444444444,7.9845
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,4,2015,54.50667,13.490002,Coast,1,7.80555555555556,7.8805
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,4,2015,54.43167,13.491672,Coast,0.375,9.8,12.3
RB1 Schaprode w.,112400185,Schaproder Bodden,4,2015,54.515,13.125002,Coast,2.1,9.7,9.1
DB1 Pramort,103050101,Barther Fahrwasser,5,2015,54.42,12.926671,Coast,1.39090909090909,8.9,14.2
DB2 Sundische Wiese,103050208,Grabow,5,2015,54.39167,12.838331,Coast,0.55,8.8,14.1
DB6 Barth oe.,103050603,Barther Bodden,5,2015,54.395001,12.750001,Coast,0.45,7.5,14.4
DB10 Bodstedt n.,103051008,Bodstedter Bodden,5,2015,54.395001,12.623331,Coast,0.35,5.35,13.7
DB16 Saal nw.,103051606,Saaler Bodden,5,2015,54.335001,12.448331,Coast,0.25,3.1,13.2
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,5,2015,54.40167,13.105001,Coast,1.675,9.8,14.52
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,5,2015,54.51167,13.050002,Coast,3.27777777777778,9.5,13.42
GB2 I.Vilm s.,105010285,Greifswalder Bodden,5,2015,54.26667,13.516671,Coast,1.53333333333333,7.8,12.265
GB3 Daenische Wiek n.,105010306,Daenische Wiek,5,2015,54.15,13.483331,Coast,1.37142857142857,7.8,12.49
GB7 Struck,105010701,Greifswalder Bodden,5,2015,54.20667,13.653331,Coast,1.72,7.8,12.385
GB19 Zentralbereich,105011907,Greifswalder Bodden,5,2015,54.20667,13.566671,Coast,1.77142857142857,7.9,12.135
S66 Stralsund,109016609,Andershofer Bucht,5,2015,54.28667,13.131671,Coast,1.18571428571429,8.5,13.14
GB10 Ruden s.,111021001,Greifswalder Bodden,5,2015,54.18833,13.775001,Coast,2.025,7.2,12.025
AW1 Trockenort,111030108,Achterwasser,5,2015,54.01667,13.958331,Coast,0.8,2.1,13.1
P20 Peenemuende s.,111032085,Peenestrom,5,2015,54.121,13.773,Coast,1.25,7.1,12.95
P42 Wolgast s.,111034208,Peenestrom,5,2015,54.023358,13.760763,Coast,0.977777777777778,5.25,13.15
P48 Lassan,111034806,Peenestrom,5,2015,53.96667,13.891671,Coast,0.78,1.7,13.1
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,5,2015,54.20333,13.905002,Coast,3.03,7.85,10.93
RB2 Vitte oe.,112190202,Vitter Bodden,5,2015,54.57,13.131672,Coast,2.3125,9.8,12.1
RB3 Bugspitze s.,112190309,Rassower Strom,5,2015,54.55333,13.178332,Coast,2.18888888888889,9.2,14.19
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,5,2015,54.56333,13.293332,Coast,1.76,8.9,15.02
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,5,2015,54.54333,13.426672,Coast,1.11428571428571,7.7,14.185
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,5,2015,54.50667,13.490002,Coast,1,7.7,14.15
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,5,2015,54.43167,13.491672,Coast,0.375,4.8,14.3
RB1 Schaprode w.,112400185,Schaproder Bodden,5,2015,54.515,13.125002,Coast,2.1,10.1,12
DB1 Pramort,103050101,Barther Fahrwasser,6,2015,54.42,12.926671,Coast,1.39090909090909,8.6,16.9
DB2 Sundische Wiese,103050208,Grabow,6,2015,54.39167,12.838331,Coast,0.55,8.5,16.7
DB6 Barth oe.,103050603,Barther Bodden,6,2015,54.395001,12.750001,Coast,0.45,7.5,16.8
DB10 Bodstedt n.,103051008,Bodstedter Bodden,6,2015,54.395001,12.623331,Coast,0.35,5.75,17.9
DB16 Saal nw.,103051606,Saaler Bodden,6,2015,54.335001,12.448331,Coast,0.25,3.4,17.7
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,6,2015,54.40167,13.105001,Coast,1.675,9.4,15.06
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,6,2015,54.51167,13.050002,Coast,3.27777777777778,8.8,14.19
GB2 I.Vilm s.,105010285,Greifswalder Bodden,6,2015,54.26667,13.516671,Coast,1.53333333333333,8,15.525
GB3 Daenische Wiek n.,105010306,Daenische Wiek,6,2015,54.15,13.483331,Coast,1.37142857142857,8.1,16.18
GB7 Struck,105010701,Greifswalder Bodden,6,2015,54.20667,13.653331,Coast,1.72,8.1,15.59
GB19 Zentralbereich,105011907,Greifswalder Bodden,6,2015,54.20667,13.566671,Coast,1.77142857142857,8,15.775
S66 Stralsund,109016609,Andershofer Bucht,6,2015,54.28667,13.131671,Coast,1.18571428571429,9.4,16.65
GB10 Ruden s.,111021001,Greifswalder Bodden,6,2015,54.18833,13.775001,Coast,2.025,7.95,16.09
AW1 Trockenort,111030108,Achterwasser,6,2015,54.01667,13.958331,Coast,0.8,2,17.4
P20 Peenemuende s.,111032085,Peenestrom,6,2015,54.121,13.773,Coast,1.25,7.25,16.15
P42 Wolgast s.,111034208,Peenestrom,6,2015,54.023358,13.760763,Coast,0.977777777777778,4.1,17.1
P48 Lassan,111034806,Peenestrom,6,2015,53.96667,13.891671,Coast,0.78,1.7,17.5
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,6,2015,54.20333,13.905002,Coast,3.03,8,14.79
RB2 Vitte oe.,112190202,Vitter Bodden,6,2015,54.57,13.131672,Coast,2.3125,9.9,17.4
RB3 Bugspitze s.,112190309,Rassower Strom,6,2015,54.55333,13.178332,Coast,2.18888888888889,9.3,15.915
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,6,2015,54.56333,13.293332,Coast,1.76,8.9,16.09
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,6,2015,54.54333,13.426672,Coast,1.11428571428571,7.8,16.335
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,6,2015,54.50667,13.490002,Coast,1,7.9,16.235
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,6,2015,54.43167,13.491672,Coast,0.375,5,15.9
RB1 Schaprode w.,112400185,Schaproder Bodden,6,2015,54.515,13.125002,Coast,2.1,10.1,17.2
DB1 Pramort,103050101,Barther Fahrwasser,7,2015,54.42,12.926671,Coast,1.39090909090909,9.6,17.1
DB2 Sundische Wiese,103050208,Grabow,7,2015,54.39167,12.838331,Coast,0.55,9.1,17.2
DB6 Barth oe.,103050603,Barther Bodden,7,2015,54.395001,12.750001,Coast,0.45,8.4,17.3
DB10 Bodstedt n.,103051008,Bodstedter Bodden,7,2015,54.395001,12.623331,Coast,0.35,6.3,22.3
DB16 Saal nw.,103051606,Saaler Bodden,7,2015,54.335001,12.448331,Coast,0.25,3.7,22.5
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,7,2015,54.40167,13.105001,Coast,1.675,9.5,17.905
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,7,2015,54.51167,13.050002,Coast,3.27777777777778,9.4,18.08
GB2 I.Vilm s.,105010285,Greifswalder Bodden,7,2015,54.26667,13.516671,Coast,1.53333333333333,8.1,19.54
GB3 Daenische Wiek n.,105010306,Daenische Wiek,7,2015,54.15,13.483331,Coast,1.37142857142857,8.3,21.245
GB7 Struck,105010701,Greifswalder Bodden,7,2015,54.20667,13.653331,Coast,1.72,8.2,20.53
GB19 Zentralbereich,105011907,Greifswalder Bodden,7,2015,54.20667,13.566671,Coast,1.77142857142857,8.2,20.13
S66 Stralsund,109016609,Andershofer Bucht,7,2015,54.28667,13.131671,Coast,1.18571428571429,8.6,22.56
GB10 Ruden s.,111021001,Greifswalder Bodden,7,2015,54.18833,13.775001,Coast,2.025,7,20.48
